阰: 古山名。在楚国南部。
涹: 1.〔渨～〕见“渨”。2.沤（恥），长时间地浸泡。
婓: 1.〔～～〕往来不停的样子。2.丑貌。
抉: 剔出；挑出：～择。
舛: 1.差错：乖～。2.违背：～令（违抗命令）。～驰（相背而驰）。3.不顺遂；不幸：命途多～。
廋: 隐藏；藏匿。
企: 抬起脚后跟站着，今用为盼望的意思：～盼。～望。
闚: 同“窥”。
殫: 见“殚”。
駔: 见“驵”。
阘: 小户，引申为卑下：～茸（“茸”，小草。喻地位卑微或品格低下的人）。～懦。
虆: 1.藤蔓。2.土筐：“盖归反～梩而掩之。”
偓: 〔偓佺〕古代传说中的仙人。佺（quán）。
鬵: 古代一种炊具。见《龙龛》。古同“甑”，又读 [zèng]、[qín]。
睠: 同“眷”。
薉: 古同“秽”。
嬖: 1.宠爱：～爱。～昵。2.受宠爱：～臣。～妾。3.受宠爱的人。
袟: 1.装剑的套子。2.古同“帙”。
虙: 姓。
廇: 1.堂的中央；正房的中央。2.房子的大梁。（二）古同“霤”，屋檐上接雨水的水槽。
綵: 同“彩”。
瑉: 古同“珉”。
芎: 〔芎䓖〕即“川芎”
瓥: 瓠勺。
蘘: 〔蘘荷〕多年生草本植物。花淡黄色，根状茎可供药用。
蔎: 1.古书上说的一种香草。2.茶的别称。
倥: →倥偬
傯: 同“偬”。
瘏: 病。
仳: 分别、分离。  【组词】：仳离、仳别
倠: 〔仳～〕见“仳”。〔～丑〕形象丑恶。
聩: 耳聋： 振聋发～。
澒: 〔～洞（tóng）〕弥漫无边，如“运清浊之～洞（tóng）兮，正重沓而并起。”
徵: 召集。  【组词】：徵召、徵兵、缓徵公开寻求、招请。  【组词】：徵婚、徵文、诚徵课取、收取。  【组词】：徵税、开徵、课徵迹象、预兆。  【组词】：徵兆、特徵、吉徵验证、证明。  【组词】：徵验、足徵其伪
遡: 同“溯”。
殒: 丧失（生命）；死亡：～身。～命。
焱: 1.火花；火焰。2.姓。
轇: 〔～轕（gé）〕ａ．纵横交错；ｂ．广阔深远，如“张乐乎～轕（gé）之野。”
轕: 〔轇～〕见“轇”。
馺: （马）奔驰：“声駍隐以陆离兮，轻先疾雷而～遗风。”
憒: 见“愦”。
玖: 1.像玉的浅黑色石头。2.数目“九”的大写。多用于票证、账目等。
傽: 〔～偟〕仓皇、惊恐逃跑。
軏: 古代车上置于辕前端与车横木衔接处的销钉。
惷: 同“蠢”。
嚭: 大。
殟: 1.突然失去知觉。2.心闷。3.东西由于不透气而霉烂。
咶: 喘息，气息。
鬯: 1.古代祭祀用的酒。2.古又同“畅”：～谈。
隩: 河岸弯曲的地方。
謷: 1.诋毁：诽谤：“～丑先王，排訾旧典。”2.高；高超：“～乎大哉！独成其天。”3.古同“嗷”，哀叹声：“吏缘为奸，天下～～然陷刑者众。”
譨: 古同“哝”，语不明。
菽: 豆类的总称：不辨～麦。
虈: 一种香草，即“白芷”：“芳～兮挫枯。”
钮: 1.同“纽”。2.器物上用手操作、转动的部分：电～。3.印章上端的雕饰物：虎～。
硠: 〔硠硠〕水石撞击声。
噰: 〔～～〕形容声音和谐，如“雁～～而南游兮。”
徾: 〔～～〕跟随的样子，如“狐狸兮～～。”
蟊: 吃苗根的害虫。
蠽: 〔
蛓: 一种毛虫，刺蛾科黄刺蛾的幼虫。俗称“洋辣子”。
蠋: 蝴蝶、蛾等的幼虫，外形像蚕，身体青色。
縎: 1.打结：“心结～兮折摧。”2.结不解。
诎: 1.缩短。2.言语迟钝。3.同“屈”。4.姓。
謰: 〔～謱（lóu）〕（言语）混乱不清，如“媒女詘兮～謱（lóu）”。
謱: 1.〔謰～〕见“謰”。2.谨。
譁: 同“哗1”。
讙: 同“欢”。
鸲: 鸟类。与鸫相近的 一类小鸟。常 见的如鹊鸲，体色似喜鹊，善鸣好斗。食昆虫，是益鸟。
睄: 古同“瞧”，看。
谘: 同“咨”。
馽: 古同“絷”：“连之以羁～。”
騄: 〔～駬（ěr）〕古代一种行速极快的良马，如“骐骥～駬（ěr），天下之疾马也。”
吮: 嘬；聚缩嘴唇而吸取：～乳。
齧: 同“啮”。啃、咬。《漢書•卷五十四•蘇建傳》：“天雨雪，武臥齧雪與旃毛並咽之，數日不死。”唐•杜甫《哀江頭詩》：“輦前才人帶弓箭，白馬嚼齧黃金勒。”3.侵蝕。《戰國策•魏策二》：“昔王季歷葬於楚山之尾，戀水齧其墓。”宋•陸游《秋日出遊戲作詩二首之二》：“薄雲韜日未成雨，野水齧沙爭赴溪。”4.缺口。《淮南子•人間》：“夫牆之壞也於隙，劍之折必有齧。”5.姓。如唐堯時代有賢人齧缺。
尠: 少：～为人知。寡廉～耻。
渃: 〔～城〕古地名，在中国四川省。
絭: 1.用来束腰或衣袖的绳子。2.束缚。3.弩弦。
昢: 〔～～〕日月初出不太明亮的样子。
吒: 怒吼。  【组词】：叱吒
骪: 古同“骫”。
蕠: 麻絮。《史记·张释之冯唐列传》：“以北山石爲椁，用紵絮斮陳，～漆其閒。”司马贞 索隐：“斮陳絮以漆著其閒也。”
峉: 〔～～〕（山）高大的样子。
漼: 1.（水）深：“有～者渊。”2.流泪：“指季豹而～焉。”
溰: 1.〔～～〕（露水）浓，如“零露～～”。2.古同“皑”，洁白的样子。
廕: 同“荫”。
苎: 1.〔苎麻〕多年生草本植物。茎直立，丛生。白叶种苎麻，茎皮纤维洁白，有光泽，易染色，不皱缩，是纺织夏布的重要原料。2.“苧”，另音níng
顠: 散乱的（一说斑白的）：“须发薴顇兮～鬓白。”
阋: 争吵；争斗：兄弟～于墙。
訿: 古同“訾”。
殦: 古同“鸱”，鸟名。
謑: 1.〔～诟（gòu）〕侮辱；辱骂，如“起奋迅兮奔走，违群小兮～诟（gòu）。”2.〔～髁（kē）〕不正直的样子，如“～髁（kē）无任，而笑天下之尚贤也。”
訽: 古同“诟”。
昇: 同“升”。
適: 往、至。  【组词】：仲尼适楚。（《庄子．达生》）舒服、自得。  【组词】：舒适、安适、闲适相合、相当。  【组词】：适时、适志、适宜正好、恰好。  【组词】：爱之适足以害之。
俓: 1.古同“径”，小路。2.经过。3.水的直波。4.直；直径。5.坚。
踢: 抬起腿用脚撞击：～球。～毽子。小心牲口～人。
哽: 1.食物堵塞喉咙不能下咽：慢点吃，别～着。2.因感情激动等原因喉咙阻塞发不出声音：～咽。他心里一酸，喉咙～得说不出话来。
饐: （食物）腐败发臭：“食～而餲。”
综: 1.总起来；聚在一起：～合。错～。2.姓。
絇: 1.古时鞋上的装饰物。2.用布麻丝缕搓成绳索。3.网罟的别称。4.古代量词，丝五两为一絇。5.姓。
鵙: 背灰褐色，尾长，上嘴钩曲，捕食鱼虫小鸟等，是一种益鸟。
悸: 因害怕而心跳得厉害：～动。惊～。心有余～。
楙: 树木茂盛。
躖: 1.践处。2.行速。
貒: 猪獾。
蟫: 即“衣鱼”，一种昆虫，体长而扁，有银灰色细鳞，常在衣服和书里，吃上面的浆糊和胶质物。亦称“蠹鱼”。
鹌: 〔鹌鹑〕鸟类。形似小鸡，头小，尾短秃。背褐色，杂有棕白色条纹，腹白色。雄性好斗。
鶬: 1.鸟名，麋鴰，又名“～鴰”2.传说中的九头怪鸟。3.〔～鶊〕也作“倉庚”。4.鸟名，鶂。
鶊: 见“鹒”。
嚶: 见“嘤”。
跓: 停足。
堇: 黏土。  【组词】：堇泥、堇块涂抹。少。通「仅」。  【组词】：堇堇
彫: 刻镂。  【组词】：雕塑、雕刻雕刻的技术或成品。  【组词】：竹雕、木雕、浮雕经刻镂或彩画装饰的。  【组词】：雕栏玉砌、雕梁画栋
嫇: 好的样子。
饡: 以羹浇饭。
纍: 1.同“累1”。2.绳索。3.缠绕。
桎: 脚镣：～梏。
梏: 古代刑具。即木制的手铐：桎～。
贸: 1.交易；买卖：～易。2.轻率；冒失：～然。
迮: 1.狭窄：～狭。2.姓。
孈: 古代中国北方神名：“遇神～兮宴娭。”
噭: 古同“叫”，呼喊，鸣叫。
誂: 仓促：“况以三军之众，赴水火而不还踵乎，虽～合刃于天下，谁敢在其上者？”
婬: 同“淫”。
洌: （水、酒等）清：泉香而酒～。
蛜: 〔～蝛（wēi）〕同“伊威”，一种小虫。体椭圆形，灰褐色，生活在阴暗潮湿处。俗称“地鸡”、“地虱子”或“地虱婆”。
蚗: 〔蛜（yī）～〕即“蛁蟟”。
噍: 嚼；吃东西。
蝍: 〔～蛆（jū）〕a.蜈蚣；b.蟋蟀。
蛆: 苍蝇的幼虫，体柔软，有环节，白色，前端尖，尾端钝，或有长尾。多生在粪便、动物尸体和不洁净的地方。
瑛: 1.玉的光彩。2.像玉的美石。
葈: 1.同“枲”。2.〔葈耳〕苍耳。
螽: 〔螽斯〕昆虫。种类很多。体窄长，绿或褐色，触角细长，雄虫以翅摩擦发声，善跳跃。大多是植物害虫。
蚰: 〔蚰蜒〕节肢动物。像蜈蚣而小，全身分15节，每节有一对细长的足，末对足特别长。生活在阴湿的地方。蜒（yán）。
蟤: 〔蜿（wān）～〕a.弯曲不伸的样子，如“龙屈蜿（wān）～。”b.蛇。
鱣: 即鱘鰉魚。
鲇: 鲇鱼，体表多黏液，无鳞，背部苍黑色，头扁口阔，有须两对，尾圆而短，不分叉，背鳍小，臀鳍与尾鳍相连。生活在淡水中，吃小鱼、贝类、蛙等。
颎: 同“炯”。
祲: 古代迷信称不祥之气；妖气。
贽: 初次拜见长辈所送的礼物：～见（拿着礼物求见）。～敬（旧时拜师送的礼）。
罼: 1.古代帝王的一种仪仗：“翠盖耀澄，～帟凝晨。”2.古同“毕”（a.捕捉禽兽的长柄网，如“振羽入罗～。”b.用长柄网捕捉，如“田、狩、～、弋，不听国政”）。
彀: 1.把弓张满。2.圈套；牢笼：入～。3.通“够”。
稸: 古同“蓄”，积蓄：“挟天子而令诸侯，～士马以讨不庭。”
蜥: 〔蜥蜴〕俗称四脚蛇。爬行动物。体分头、颈、躯干、尾四部分，有四肢。生活在草丛里，有些种类栖居在墙、岩石缝或树洞里，捕食昆虫和其他小动物。
